,class,tweet
4461,hate speech,altern kill black policeman everi black cop get
4462,normal,oh ing god
4463,normal,ever learn
4464,normal,caus cholera first place
4465,normal,human host victim v cholera motil aerob organ
4466,normal,transmit food water contamin fecal materi
4467,normal,cholera common africa southern southeast asia middl east
4468,normal,negro
4469,normal,think would look slightli place ghetto hey opinion
4470,normal,nice see articl focu evil racist white racism ethnic group case negro
4471,normal,agre time particular group make white christian look bad
4472,normal,hold sign say god hate fag bit much
4473,hate speech,sure negro come
4474,hate speech,alway nice see negro receiv end beat white chang
4475,normal,discharg soldier militari get std let stay allow put comrad risk
4476,normal,youtub euclid squar mall dead mall anyon report euclid ohio
4477,normal,ohio gener look bad shape
4478,normal,think get coupl thing
4479,normal,alway use hand around place
4480,normal,place buy
4481,normal,yah guess
4482,normal,stylish noth say sick head like chain crack head babi
4483,hate speech,ape even instinct basic leav dead
4484,hate speech,hope littl groid tortur
4485,normal,peopl like along white civil moral natur kept check
4486,normal,want see white buse latino minor outnumb asian black white
4487,normal,forc buse need
4488,normal,made cnn think probabl illeg youtub lou dobb report gang ripe
4489,normal,go stand say got stop ridicul thing ever heard
4490,hate speech,hope farm burn nappi head children squandl flame
4491,hate speech,soon found child mulatto wet back suddenli found repuls shall never watch anyth
4492,normal,ca wait till news start promot racial integr negro unsuspect white know white
4493,hate speech,brown flush
4494,hate speech,black send back
4495,hate speech,ai right unless white
4496,normal,messican white babi often pass white turn six seven golden brown coat cover
4497,normal,pathet scum
4498,normal,look pictur
4499,hate speech,probabl q three combin
4500,normal,kiss n b career goodby
4501,normal,freemason sexual abus continu read
4502,normal,report uk report child abus mason witherwack estat sunderland
4503,normal,
4504,hate speech,head dc put sign white hous gate read savag negro beast white hous
4505,normal,long time post turbo good see back
4506,normal,would like keep thread go manoli turbo move back homeland moment busi look
4507,normal,cheap low seen around task transpar laughabl
4508,normal,point know sourc agenda
4509,normal,pleas use fallaci author either
4510,normal,wonder one victim open door apart reason
4511,normal,william friend live across hall victim
4512,normal,open door anyon
4513,normal,interest pass inform professor alway talk poor poor african walk mile drink dirti water
4514,normal,news section get depress thread provid comic relief alway count thread laugh need one
4515,normal,thought bono clooney pick tab africa
4516,normal,mean us white taxpay gotta pay
4517,normal,execut summari negro never domest plant anim
4518,hate speech,white peopl find user plant nativ africa negro want royalti
4519,normal,find bbc stori imposs believ negro look latrin busi wherev happen
4520,normal,intj introvert intuit intuit think judg moder prefer introvers extravers distinct prefer intuit sens strong prefer think feel moder prefer judg perceiv
4521,normal,racialist mean stop tri hurt white nation sole selfish interest nation
4522,normal,assum skinhead tattoo kill peopl fun
4523,normal,id say that exampl upper class look lower
4524,normal,want add matter person class charact alway give white person benefit come right reject wigger white trash
4525,normal,ha ha true
4526,normal,gone wear fred perri boot brace yet though
4527,normal,yo crap
4528,normal,sound like intellig person say need remov race messag messag
4529,hate speech,enemi use race us current tri destroy race varieti differ mean
4530,normal,everyth race
4531,normal,want annhil race simpli want preserv
4532,normal,govern practic tear white race rais non white minor race forc divers multicultur white peopl throat
4533,normal,simpli enough
4534,normal,cant protest
4535,normal,make someth internet thi injustic time hit global repercuss help
4536,normal,black man murder year old white girl bedroom youtub zakeshia caught tape youtub young white girl kill black man met onlin youtub v fqpazvlq featur endscreen nr ashley taylor talk attack live tv youtub
4537,normal,video brawl st loui commun colleg one ladi fight babi arm anoth dude swing girl
4538,normal,black femal fight black polic harlem offic tri ticket skip fare
4539,normal,nypd cop fight girl subway youtub black teenag spray citi bu assault rifl downtown philadelphia
4540,normal,scari bu shoot caught tape philli bu stop rear door open gunman open fire
4541,normal,youtub
4542,normal,american govern want us white
4543,normal,mayb encourag black go sinc want move desper rest white american come sa
4544,normal,anyon video black gang attack white teenag front hous black gang femal attack mother tri protect son
4545,hate speech,know exactli say hate see worthless ape benefit great thing white
4546,normal,youtub way black react
4547,normal,wow video piss
4548,hate speech,nog franc belong show unruli
4549,hate speech,send afreaka sink farkin boat
4550,normal,bernard goetz need
4551,normal,youtub black attack white man subway youtub white girl beaten bu black youtub black gang high road
4552,normal,uk juli
4553,normal,youtub black attack white polic offic citizen iowa state fairground youtub black man goug dj eye attack
4554,normal,youtub woman open strip club trailer home teen offer lap danc children
4555,normal,youtub raw video shoplift use skirt hide booz
4556,normal,lo angel gone
4557,relation,noth bunch mexican
4558,relation,feel sorri white live southern california
4559,normal,ye saw
4560,normal,even stop mcdonald one white person
4561,normal,uncomfort
4562,normal,could wait get end post could say great post
4563,normal,excel fm know score
4564,normal,see noth wrong dr duke sell dedic year mani long hour caus mayb rethink statement
4565,normal,ye seen mani time
4566,relation,great think mix child
4567,relation,honestli mostli come odd funni look
4568,normal,like god tell us work
4569,normal,usa repres negro famili australia clue famili
4570,normal,week groceri look like around world fstopper
4571,normal,ideolog train forbid everi attack christ person sinc attack insult christ jew unworthi us certainli untru histor
4572,normal,heinrich himmler bundesarchiv june
4573,normal,lot white babi born south still
4574,normal,peopl stick white men
4575,normal,worthwhil canadian initi dumb men commerci err dumb black men dumb black women dumb asian
4576,normal,stupid white man tv commerci
4577,normal,ye
4578,normal,white guy lose weight shave get haircut
4579,hate speech,ugli black alway black
4580,normal,sort look like english footbal player french footbal player
4581,normal,sometim european look alik
4582,normal,imagin pro romney video ted nugent black famili home scream wake bleep
4583,normal,would peopl say
4584,normal,likewis
4585,normal,learn find good tv show onlin watch want want tripl qualiti life
4586,normal,
4587,normal,ariel lauri isra soldier grab toddler australia kidnap year old boy say go put car trunk mother chase
4588,normal,judg say overli found children let slap wrist
4589,normal,il kidnap
4590,hate speech,f n jew would nerv hide away black countri fugit us law make campaign promis time su compani defraud
4591,normal,sound like govern great job abl maintain current situat
4592,hate speech,ok need kill slav okay reason whenev hear word slav word slobber come mind pictur slobber half breed creatur like humpback notr dame igor haha
4593,normal,come one arrest connect attack activ fsb agent
4594,normal,cia fsb team
4595,hate speech,need feel skin next time wont give land subhuman muslim dog
4596,normal,exampl gregorian chant youtub gregorian chant benedictino youtub notr dame gregorian chant youtub chantcd st thoma aquina seminari gregorian chant
4597,normal,mani thank suggest pictur
4598,normal,alway like doubl head eagl
4599,normal,good see back public display kremlin
4600,normal,inde quit odd someth like post forum
4601,normal,think appropri site intern date
4602,normal,lol ye gorgeou great talent well
4603,normal,seen live concert took photo jealou
4604,normal,say see
4605,normal,tatar see street town look european osttruppen exampl
4606,normal,board matur peopl free join leav return moment
4607,normal,ca afford babysit unstabl peopl
4608,normal,hate drama bull like
4609,normal,bright
4610,normal,made make fun nazi show small children belief fairi tale hitler
4611,normal,nation rather due hatr russian
4612,normal,far know russophobia belaru
4613,normal,ye globe round centuri round globe belaru
4614,normal,ukrain matter
4615,normal,although heard link tonight first time check new nation news crime pretti much site mirror thread
4616,hate speech,that good clean moscow way like capit thay would clean banana republ washington dc send black welffar resipi mexico list detroid
4617,normal,quenten demp arrest saturday murder charg kill elizabeth clement
4618,normal,clement friend told detect coupl broken two week ago demp move hous
4619,normal,man apprehend kill suburban west palm beach
4620,normal,negro parole strangl elderli white coupl home suspect anoth murder
4621,normal,monterey park calif kabc deputi arrest suspect connect doubl murder coupl hawthorn
4622,normal,lo angel counti sheriff offici arrest john ewel saturday night two day kill
4623,normal,investig believ ewel pretend util repairman get home leamond turnag wife robyn
4624,normal,deceas coupl found gag bound friday afternoon home block west street
4625,normal,polic believ coupl like kill thursday afternoon
4626,normal,author said ewel caught surveil footag tri use coupl stolen atm card ga station day kill
4627,normal,bloodi hell kondor rnu excel mate
4628,normal,appreci
4629,normal,look site like month sinc last found one like eastern front propaganda poster
4630,normal,welcom ross
4631,normal,lot pic godunov anyon ever care see
4632,normal,muahaha
4633,normal,learn ballet p zoë
4634,normal,funni flip car later afternoon right hous everi cop within mile lololol
4635,normal,woman brutal attack men home polic arrest post wednesday novemb updat pm est novemb michael galan jarv green arrest palatka polic
4636,normal,palatka fla
4637,normal,palatka polic said woman recov two men brutal attack insid home earli wednesday morn
4638,normal,
4639,normal,anyon pick word one commerci itt tech
4640,normal,
4641,normal,show foreighn school say countri need skill yada yada direct enlrol foreighn racist
4642,hate speech,wife show kibbl n bit commerci last night wherein mix coupl present normal
4643,normal,good thing buy stuff
4644,normal,get heart matter work well
4645,normal,run mod seem work other feel hurt
4646,normal,find extrem interest
4647,normal,look forward comment get time
4648,normal,hope line discuss die time
4649,normal,surpris swedish finnish friend asian look women must surpris
4650,normal,least someon would lift weapon toward terrorist commi would hurt hehe
4651,normal,pleas explain even side sea understand
4652,normal,finnish version får får får
4653,normal,hope secur personnel saw chase girl voodoo loung day tell friend back bronx latvia holiday destin
4654,normal,norwegian govern print sever million copi book distribut free charg everi adult norwegian
4655,normal,case anyon interest thread health fit section eat fish make smarter along anoth one homemak section fish oil pregnanc infant health smart babi think scientif evid benefit fish overwhelm
4656,normal,main drawback potenti excess mercuri
4657,normal,howev avoid larger fish swordfish tuna chanc ingest mercuri substanti reduc
4658,normal,sardin anchovi exampl basic safe
4659,normal,larger fish eat smaller fish step big eat small go chain mercuri becom concentr thu larger fish chanc mercuri
4660,normal,stupid liber communist shade relax take easi
4661,normal,new govern exactli want upsid
4662,normal,disturb read swedish foreign minist stab today
4663,normal,wonder attack swedish nation
4664,normal,cossack russian hook nose dark hair russia except jew
4665,normal,shore
4666,normal,
4667,normal,much polic secur polic involv see crap last minut
4668,normal,
4669,normal,day today seen singl one em
4670,normal,good day
4671,normal,cours live rather small town inhabit
4672,normal,seen young latvian girl pragu airport dark arab littl girl dark
4673,normal,hear hear
4674,normal,voic saniti speak last sf
4675,normal,get unreserv total support
4676,normal,hail new king norway
4677,normal,everyth one section one would abl follow anyth alreadi hectic
4678,relation,five year ago zero apathet refuge children sweden
4679,relation,hundr year thousand
4680,relation,plu ten thousand rel get stay
4681,relation,insan run amok great countri
4682,normal,ye find peopl often nordic subrac
4683,normal,meter tall pass norwegian danish guy
4684,normal,saw friday that right impress believ one
4685,normal,real shock reali upset afterward
4686,normal,strang peopl ca see problem
4687,normal,blame school ethict multicult love teacher save mani pupil fear enught
4688,normal,aw go send money back niglet famili nigeria
4689,hate speech,piec deserv shot
4690,normal,music right art go perfect opinion
4691,normal,massiv fan skrewdriv like song
4692,normal,youtub hail combat youtub shebeen field athenri garvaghi road
4693,normal,sure guy red like song
4694,normal,youtub foggi dew youtub braveheart music video youtub visit scotland tv advertis winter sure messag last one least show white countri
4695,hate speech,bet singl one dirti well taken care welfar like old day irish starv go abroad find work time parasit foriegn stay nice new home well fed watch big flat screen tellyspeopl ireland wake
4696,normal,wonder articl kevin myer
4697,normal,pleas ireland replic demograph london th emerald isl
4698,normal,get ars leaflet irish town show pictur done year ago dublin cant
4699,normal,immigr stay roi taoiseach charli haughey open economi earli
4700,normal,ye seen african black drive type car
4701,normal,think first come countri get type old car year move brand new car
4702,normal,far know govern give money car im sure much reciev term condit
4703,normal,exactli
4704,hate speech,everi action taken reveal complet unaccept citizen white societi black brown wreck destroy done
4705,hate speech,hell go integr irish societi come dirt poor mediev countri spent last year live refuge skill go bring
4706,normal,didnt know
4707,normal,would pay see drug addict perform matter could singer
4708,normal,everybodi guess
4709,normal,person think sound like strangl cat
4710,normal,oxegen experi watch tent get burnt ground like happen mani peopl last year
4711,normal,come support
4712,normal,red alway protest peopl like david irv time got counter act
4713,hate speech,immigr desper stay blame govern treat lord muck welcom sfi pluirin
4714,normal,like blow old ladi littl kid
4715,normal,ira could hit prime minist time chose hit kid instead
4716,hate speech,cowardli scum irish countrysid big armi jacket
4717,normal,doubt chines jap give world cultur
4718,hate speech,black shown abl surviv year round sit ars wait comic relief
4719,normal,monday david irv polit prison europ deni exist jesu christ go jail deni exist ga chamber
4720,normal,hello direland welcom sf
4721,normal,place nowaday freedom speech enjoy post
4722,normal,went old friend day drink
4723,normal,knock back guin got pretti hungri said knew great place go get food disgust brought chines restaur
4724,normal,natur white nationalist refus eat friend didnt understand
4725,normal,anyon els troubl keep life free foreign influenc
4726,normal,sound bad wait till see kid white
4727,normal,come town near soon
4728,normal,give interview care say anyth interview legal reason put truth prevail
4729,normal,small nigerian man live town year
4730,normal,dissappear somewher thought noth
4731,normal,month later heard got caught get dole payment week pretend differ peopl
4732,normal,yeah
4733,normal,look bollix teacher feed kid
4734,normal,wiggah creat ca import genuin black
4735,normal,steve bean got head crack open
4736,normal,guy b h forum
4737,idk/skip,meineehr heisst treue treue und ehr bi zum tod niemal aufgeben niemal reue da haben wir un einst geschworn class song
4738,normal,saga good like stuff heard although hear popular peopl movement countri
4739,normal,mayb open eye see
4740,normal,irish talk behind back ted
4741,normal,still snoop eh
4742,normal,accid
4743,normal,english polici one extermin day
4744,normal,famin plan event pacifi troublesom countri
4745,hate speech,go post page drug deal murder racemix zionist mason scumbag last pictur black orangemen f ckin hell nearli split side laugh
4746,normal,nonsens
4747,normal,meant celt went seriou racial degrad european realli start arriv
4748,normal,would luckey see real irish person tv day
4749,normal,besid news show shock
4750,normal,rosanna davison think name
4751,normal,next time see bitch latest immigr gripe ing die
4752,normal,ugli hag
4753,normal,post say got month commun servic steal lightbulb place rent fine compar black rapist ago got scot free
4754,normal,
4755,normal,ireland strang place ethnic paki main ethnic problem chines african see much race mix among men last time
4756,normal,decid flag four provinc combin four squar togeth favourit flag wave rugbi soccer intern rather tricoleur st pat
4757,normal,anyon know buy one jab soldierfn
4758,normal,post stormfront
4759,normal,serious go somewher els someon els throw piti parti
4760,normal,bye
4761,normal,may sf ireland could appli fund work hard improv white racial relat commun
4762,normal,could bring along wn folk
4763,normal,dave live frigin brampton
4764,normal,man suck lol
4765,normal,there aborigion day black pride month
4766,normal,would like see white peopl get togeth get us white pride day
4767,normal,last check though european rape non european europ canada
4768,normal,find news astonish
4769,normal,white canada need wake start realiz slowli lose right
4770,normal,hello join
4771,normal,live predominantli white area ca imagin would like
4772,normal,told immigr like go home
4773,normal,strang reason look said someth offens simpl logic
4774,normal,knew girl school went one
4775,normal,everyday call race traitor said forefath hang head shame abus sacrific selfish
4776,normal,last week
4777,normal,fantast
4778,normal,exactli kind action go long way save race white hate canada thought eh
4779,normal,week ago
4780,hate speech,notic lot fat littl white girl monkey boyfriend
4781,normal,gross
4782,normal,first two one start discuss race come one make temper flare like white person say interraci marriag racist person color say interraci marriag protect cultur heritag
4783,normal,sad briton still argu past enemi within stare face still feck
4784,normal,mate school start talk group
4785,normal,v check could find much appar presenc britain
4786,normal,wander anyon fill
4787,normal,american term peopl britain ireland would never heard american tv show
4788,normal,realli mean anyth
4789,normal,black hair fairli common amongst irish wherea black peopl
4790,normal,inform via pm ad ignor list realli valueless post
4791,normal,histori today good write point left wing writer historian twist actual event favour
4792,normal,ye saw news broadcast ethnic background foot note quickli ad kind abus happen commun
4793,normal,last major case rememb anoth gang asian
4794,normal,learn appreci divers
4795,hate speech,never london heard like spot white man everi girl almost littl niglet half breed
4796,normal,hello join stormfront today pleas
4797,normal,look forward post mani interest discuss futur
4798,normal,best wish john londen
4799,hate speech,far closer neanderth ape
4800,normal,neanderth classifi either human speci human subspeci base upon scientist talk
4801,hate speech,close mani believ interbr ca interbre chimp
4802,normal,ye seen pancras tornoument japan
4803,normal,that baz rutten ken shamrock start ufc
4804,normal,found whole ufc event youtub ago great back glove rule
4805,normal,thank hope thay injoj last pass footbal match wasnt much amus lose match
4806,hate speech,uaf bunch middl class faggot edl steam everi time show counter demonstr soon run home daddi
4807,normal,hi look round site final got round regist nice see place openli discuss belief
4808,normal,hate one say sound like love famili said would danc grave simpli racial awar view
4809,normal,would distanc famili like
4810,hate speech,think connect homosexu christian countri larg proport paedophil repres christian church
4811,normal,good see proud white british peopl celebr lad crowd white wouldv gone id known happen traffic bad today ill bet thatll proud white british peopl celebr signal regiment malton picker mercuri throng welcom soldier parad minster fm soldier welcom home york darlington stockton time signal regiment march york follow return afghanistan obvious sorrow lee rigbi famili outrag angri happen
4812,normal,thank
4813,normal,wonder reason american coloni offic like georg washington could get british armi commiss
4814,normal,certainli agre need game quickli
4815,normal,beast oppos know back corner time creatur aggress
4816,normal,work class chav one breed yet aspir act like black need direct nation servic
4817,normal,uncl recommend sf told fed russian polish african especi muslim immigr england
4818,normal,somebodi pleas give kid quick lesson histori geographi ironi throw ipad nearest wall
4819,normal,better qualiti treet also hd youtub yet
4820,normal,hd download zbthci fmjjsd gb read episod
4821,normal,right
4822,normal,watch news saw women report headscarf
4823,normal,muslim sikh
4824,hate speech,cultur threat
4825,normal,giant zoo toy erect playground christian school freiburg west neue klettergerüst mit einer spend
4826,normal,took ten year dublin
4827,relation,white nation
4828,relation,final solut goyim problem
4829,normal,sometim told corrupt news small british coloni live villag
4830,normal,everi white person welcom remind eye gypsi
4831,normal,act racism ireland show short memori irish everywher read act racism ireland show short memori irish everywher irish news irishcentr follow us twitter irishcentr facebook
4832,normal,snake grass accept poison advic snake offer
4833,normal,marxist america
4834,normal,wish happi new year slavic brother sister let hope good year us
4835,hate speech,stupid brown savag would stop slaughter anim worship like india mayb would starv poor
4836,hate speech,wonder race achiev noth
4837,hate speech,savag move year ago ancestor use cook enemi cauldron ghastli peopl
4838,hate speech,run give mud
4839,normal,call lost caus call home
4840,normal,sever post manag show us white nationalist white nationalist look other
4841,normal,manag total opposit creat meaningless argument get us nowher
4842,normal,look forward lucki gorgeou babi could surviv without kid certainli consid kid person lol
4843,normal,relat slav
4844,normal,southern theori origin slav know
4845,normal,agre time stop stori everi time noth good come
4846,normal,wow
4847,normal,could cool
4848,normal,deaf would hear multicultur enrich societi rubbish
4849,normal,
4850,hate speech,mate mulatto would ideal sinc huge number mulatto children compar white black rather see black white bloodlin stay intact
4851,normal,wish real
4852,normal,live town younger colorado tini took mayb minut walk across whole town
4853,normal,town consist probabl white rest mexican
4854,normal,live bad
4855,normal,chicago area know peopl chicago area
4856,normal,tell us
4857,normal,ye philidelphia run black savag left right
4858,normal,ever see morn news
4859,normal,well vicin anyon chat
4860,normal,back bu truth dare high school moment seem last forev
4861,normal,karl
4862,hate speech,small dog like maltes thing call stoep kakker good leav turd stoop
4863,normal,welcom greatest site meet like mind white folk like world
4864,hate speech,cali move utah get away filth
4865,normal,anyway welcom
4866,normal,wpww
4867,normal,sure someon come along
4868,normal,patienc virtu know
4869,normal,hell singl
4870,normal,year think give take month
4871,normal,relationship highli overr think hang tough
4872,normal,want children girl boy hardest part got tri find someon make far luck
4873,normal,opinion whole gay thing fashion media constantli forc throat
4874,normal,control media
4875,normal,wonder
4876,normal,move go germani septemb want see famili left
4877,normal,good luck
4878,normal,wehrwolf
4879,normal,met peopl talk outsid sf consid pretti good friend
4880,normal,look peopl north counti area
4881,normal,live near battl ground wa vancouv wa seem like wigger minor support around town stand leftist b would mind know peopl
4882,idk/skip,blut und ehr
4883,normal,chri
4884,normal,live wisconsin look someon chat similar belief life gener locat unimport
4885,normal,thank plug john closest group na kansa citi know us omaha st loui unit
4886,hate speech,live near albani could hang u u want could beat upsom unpur infidel would like
4887,normal,well way anoth cook camp one frist two week aug nothern il
4888,normal,consid stormfront say agreement highli prefer white children anyth els
4889,normal,post rant see mix wn anti respons
4890,normal,booz thing big deal
4891,normal,liquor store less half mile radiu one stop sell beer midnight
4892,normal,lol
4893,normal,welcom stormfront pleas sell chanc short
4894,normal,multitud great peopl hearti welcom us
4895,normal,hey say want conquer world stay home eat cooki obvious got ball post pictur like power
4896,normal,wow birth nation profit zog
4897,normal,guess find new favorit movi
4898,normal,alreadi gave gone wind reason
4899,normal,look sister brother hang get know cant semm find area
4900,normal,lynn
4901,normal,hi glad hear someon close
4902,normal,begin think alon
4903,normal,defiantli intrest mayb hang sometim
4904,normal,get back u plan anywher within next week
4905,normal,appreci thanx
4906,normal,heil sister thank wood stand side side front line sister thay bast ps aggrooigirl profil say singl mother thot oi sorri skin ever goldenboy wpfr
4907,normal,hello crystal name andi screen name state live new york
4908,normal,love speak
4909,normal,hi short hair im racist hell im fat im mass there small group us hard new meet peopl believ im look date one get im come make new friend give email back heili explod
4910,normal,got pm strang
4911,normal,got impress tri sell someth
4912,normal,hey want see mani true white weman around forum long island even new york sinc white chick lover
4913,normal,work way
4914,normal,true hard white men find good white woman hard white women find good white man
4915,normal,cami
4916,normal,met cute florida girl logan pass today
4917,normal,decid go road trip
4918,normal,interest time zimmerman verdict come soon st cloud south sanford orlando near kissimme
4919,normal,deer abund wander town time munch lawn
4920,normal,lot ice fish fli fish antelop elk moos
4921,normal,also lot bear
4922,normal,clean toilet public toilet dirti work econom contribut
4923,normal,bighorn youtub first run whitefish montana skifahren den rocki mit skireisen und mehr
4924,normal,youtub short rock canyon youtub
4925,normal,agre
4926,normal,learn click would pretti cool teacher tell white kid go everi night
4927,normal,nice
4928,normal,believ time haman break privat stash start share rest us
4929,normal,hey pass away week ago read paper see news
4930,normal,stormfront advanc scout forum sole devot promot ple local milit front legion
4931,hate speech,although mani ask us put asid polit thread see hate fit need hate wave continu
4932,normal,ouuuuuuu hate
4933,normal,hi age
4934,normal,southern georgia still open possibl
4935,hate speech,way would white pay tax black could collect welfar prove africa incap feed
4936,hate speech,hell make stand think go southwest go offenc drive everi race mexico
4937,hate speech,possibl best counti live one consid mud index
4938,normal,slope counti nd race slope counti white counti popul land area sq mi make mud index
4939,normal,approxim live squar mile area
4940,normal,post sure someth break rule board mayb insult post
4941,normal,board allow discuss insult
4942,normal,
4943,normal,least half human intellig
4944,normal,appli white human well
4945,normal,perhap four five percent human drive progress civil rest support civil bright one work
4946,normal,thank repons
4947,normal,probabl said enough
4948,normal,pleas enjoy video love young ladi sign song opera jesu christ superstar v zv wg
4949,normal,would first start citi
4950,normal,rural town would allow commun go unnot unattack first
4951,normal,ive heard new zealand white parasis well point im scout year yet till cost live nz
4952,normal,look like creat copi pdf file sinc op version item sigh
4953,normal,done
4954,normal,firm believ ple concept take care present financi situat first
4955,normal,motiv
4956,normal,look like white cultur someth lost texa
4957,normal,town clean well kept kalispel
4958,normal,great work mjodr
4959,hate speech,white girl taught brainwash love black guy way properli educ show savag truli
4960,hate speech,dont think work moot much libtard allow go long
4961,normal,council white patriot voter open letter naacp gay marriag cwpv open letter naacp gay marriag council white patriot voter
4962,normal,hard american get sa
4963,normal,never visa left continent usa
4964,hate speech,feel threaten especi fool bet quick kill
4965,normal,act like anim show noth
4966,normal,trust defeat
4967,normal,white peopl gun also
4968,normal,matchbook
4969,normal,owner bar dont even look bartend place bar
4970,normal,imagin bunch peopl carri possess
4971,normal,saw ad funer home bar lol peopl dont pay attent notic
4972,normal,subtl messag
4973,hate speech,three poster readi definit
4974,normal,click enlarg save desktop use cb punet cbr punet ca punet made day ago use craig list europ
4975,normal,go craig list may seen around recent
4976,normal,one els go bother tell stori
4977,normal,glad plan get
4978,normal,will attend support protect mr taylor event freedom speech anywher close michigan
4979,normal,peopl say klan anyth today make differ
4980,normal,peopl must eat stupid pill like candi
4981,normal,go tri hand lay
4982,normal,leav blank line phone number goe allow local write stamp
4983,normal,arkan usa
4984,normal,stop go burger king three year ago got food poison one restaur
4985,normal,sick week lost buck pay take time work
4986,normal,dont mean kid young right thing extrem approach work teenag
4987,normal,one best statement read site
4988,normal,thank dedic caus
4989,normal,also want say great websit
4990,normal,great
4991,normal,take word thank even better news understand polit view kind peopl accept support
4992,normal,judg moor spoke constitut parti event st loui drew peopl
4993,normal,cool final got work time hear someon call let host know thank stormfront show listen world
4994,normal,probabl largest listen audienc ever
4995,normal,british protest built strang commun northern ireland irish cathol said happen
4996,normal,state israel built strang commun west bank palestinian said happen
4997,normal,hippi move across nation haight ashburi famili type said strang commun hippi knew laugh group call buffalo springfield made song happen ai exactli clear
4998,normal,anoth songwrit encourag mani peopl come go san francisco sure wear flower hair
4999,normal,homosexu outcast nation quietli move san francisco castro district famili live said happen eventu consciou white notic said happen last last time wake sleeper
5000,normal,suggest distribut collect
5001,normal,zip one big file share gnotella new movi
5002,normal,keep chang name file new movi come
5003,normal,jew hollywood would almost happi
5004,normal,thank old old militari career franc soldier fight uniti two year sapper
5005,normal,actual never mani women becam white nationalist
5006,normal,believ broke fear final got honest
5007,normal,wife kid would way
5008,normal,quick
5009,normal,pop quiz
5010,normal,second list kid name name differ father
5011,normal,readi go
5012,hate speech,vile plagu mankind one realli like
5013,normal,hate term black refer niggardli kind
5014,hate speech,black color negroid resembl walk pile fece arm leg even stink
5015,normal,speak find comic peopl lack beauti would want becom beautician
5016,normal,like michael moor open fit center
5017,normal,one tell stori
5018,normal,tell us whatev go head
5019,hate speech,mayb someth soviet even fund keep ampl suppli food toilet paper countri
5020,normal,hate asian
5021,normal,hate asian respect asian
5022,normal,race peopl around thousand year still manag stay asian without call racist must someth right
5023,normal,probabl point inher contradict call goal consolid cultur one
5024,hate speech,enemi plain simpl jew tri destroy us immigr jew would abl get far mani look white
5025,hate speech,young vicious angri go lie apolog action treat non white like utter crap alway alway human eye anyon tri wipe race cultur met hostil race rape abus women met hostil contempt wpww
5026,normal,mayb put em prison fifti right front sid figur cost admiss
5027,normal,peac nation today embrac multicultur noth imigr
5028,hate speech,chines remain countri good becom illeg immigr white nation bad
5029,hate speech,heard men aid africa think sex virgin cure
5030,relation,usual consensu
5031,normal,asian black would continu imit white gain upper hand show superior
5032,hate speech,like would bleach hair blond bleach skin white speak english etc still would torment other black characterist
5033,normal,u tire ur propaganda
5034,normal,assimil gypsi tat udin talysh etc among arm nian like u assimil tatar armenian look like especi western armenian victim genocid u mention
5035,normal,ye unfortun mayan eat well year ago
5036,normal,mr
5037,normal,carver much fraud michael king
5038,hate speech,sound like might palestinian either muslim judaic varieti woodpil throw stone like
5039,normal,call hypocrisi goe peer preach
5040,relation,differ manipul jew
5041,relation,lie
5042,normal,thank wast time
5043,normal,know someth realli turn absolut love use shut
5044,normal,chicago pass new york america murder capit despit windi citi third big appl popul
5045,normal,fbi record murder chicago
5046,normal,new york report murder year
5047,normal,howev basi bureau report flint michigan danger two larger citi
5048,normal,one everi resid flint murder victim last year citi report murder
5049,normal,flint violent
5050,normal,fbi chicago offici america murder capit fox news
5051,normal,understand ancient egyptian read modern egyptian
5052,normal,racili littl chang
5053,normal,egyptian wikipedia free encyclopedia
5054,hate speech,major stupid real negro
5055,hate speech,think anyon look white negro black one becom wigger
5056,normal,thing list person reason
5057,normal,thing matter target race
5058,hate speech,either stand peopl stand dead bodi
5059,hate speech,group peopl behind scene orchestr destruct use non white tool accomplish agenda
5060,normal,obama choos identifi black zimmerman choos identifi hispan
5061,normal,black hispan white
5062,normal,even claim white parent
5063,normal,day jewgl shot chicago mainstream media list came smaller outlet blog
5064,normal,gee son obama matter
5065,normal,mr farkel think white stupid doctor white societi would doctor one pull teeth
5066,normal,think wrong
5067,normal,way support claim made anoth thread nativ american first human inhabit america sinc longer defend claim thread
5068,hate speech,ask african south africa hate white peopl much murder thousand sinc end white rule
5069,normal,negro would big buf muscl bodi white man technolog
5070,hate speech,african tall thin lanki pretti ugli beast kind
5071,normal,email account even exist anymor
5072,normal,seen sever ban peopl get new account noth bad came plu like last account activ anymor
5073,normal,see
5074,normal,actual way go back rabbit hole gone
5075,normal,unless conscienc
5076,normal,think white see asian like us race
5077,normal,mention sick asian pervers mani white men
5078,normal,nonwhit immigr regardless legal still result destruct white countri commun
5079,hate speech,white popul must place call segreg
5080,normal,youtub sa surviv secret pt youtub sa surviv secret pt youtub sa surviv secret pt youtub sa surviv secret pt youtub sa surviv secret pt youtub sa surviv secret pt
5081,normal,know talk gun control peopl go buy
5082,normal,wonder stock popular manufactur
5083,normal,greet
5084,normal,first post stormfront
5085,normal,hope way shape form
5086,normal,accord violent scene unfold monday univers free state south africa black student worker disrupt rugbi match attack white student
5087,normal,worker protest end outsourc bloemfontein univers sinc last thursday
5088,normal,monday afternoon group protest took field minut rugbi match
5089,normal,spectat ran onto field began beat protest
